tweet_id,rt_count,f_count
709042156699303936,1561,4557
709158332880297985,393,1959
709207347839836162,5507,12006
709225125749587968,545,2325
709409458133323776,650,2538
709449600415961088,542,2127
709519240576036864,227,1442
709556954897764353,1024,3163
709566166965075968,1149,3412
709852847387627521,1151,3381
709901256215666688,98,641
709918798883774466,1039,3371
710117014656950272,1884,5252
710140971284037632,847,2646
710153181850935296,858,2810
710269109699739648,1071,2307
710272297844797440,1201,4353
710283270106132480,498,2079
710588934686908417,1779,4366
710833117892898816,507,2587
710844581445812225,651,2447
710997087345876993,1327,4405
711008018775851008,586,2883
711306686208872448,709,3177
711363825979756544,1084,3501
711652651650457602,868,3713
711694788429553666,17503,31572
711732680602345472,3895,8470
711743778164514816,952,2734
711968124745228288,2202,7746
712065007010385924,595,2173
712085617388212225,465,3153
712092745624633345,851,2835
712097430750289920,989,3630
712438159032893441,1501,5125
712668654853337088,1156,4012
712717840512598017,4740,11838
712809025985978368,6427,18320
713175907180089344,1411,4284
713177543487135744,2737,6956
713411074226274305,1244,4267
713761197720473600,1305,4670
713919462244790272,756,3165
714141408463036416,1339,4157
714214115368108032,831,2195
714251586676113411,800,3151
714258258790387713,699,2922
714606013974974464,880,3499
714631576617938945,948,3150
714957620017307648,1349,3997
714982300363173890,990,3579
715009755312439296,1168,3996
715200624753819648,1780,4956
715220193576927233,617,2333
715342466308784130,656,2934
715360349751484417,1495,5266
715680795826982913,1531,4128
715696743237730304,1234,3762
715733265223708672,1614,4495
715928423106027520,842,3073
716080869887381504,1820,6521
716285507865542656,1006,2668
716791146589110272,1511,7914
716802964044845056,1115,4129
717009362452090881,918,3114
717047459982213120,1832,6038
717421804990701568,800,3041
717537687239008257,1759,5570
717790033953034240,1047,2753
717841801130979328,570,2357
718234618122661888,946,3714
718246886998687744,474,1840
718454725339934721,1441,4666
718460005985447936,500,2590
718540630683709445,966,2348
718613305783398402,456,2346
718631497683582976,7644,18122
718939241951195136,1669,5053
718971898235854848,1030,3343
719332531645071360,905,3304
719339463458033665,1178,4279
719367763014393856,712,2689
719551379208073216,1807,4861
719704490224398336,1362,4361
719991154352222208,1665,4654
720043174954147842,1918,4738
720059472081784833,1070,3713
720340705894408192,934,2756
720389942216527872,2388,6115
720415127506415616,1435,3976
720775346191278080,629,2364
720785406564900865,731,2987
721001180231503872,586,2431
721503162398597120,1744,4438
722613351520608256,1561,4796
723179728551723008,1781,5094
723673163800948736,846,2919
723688335806480385,2790,7358
723912936180330496,1176,3739
724004602748780546,1471,4029
724046343203856385,532,2561
724049859469295616,1699,4177
724405726123311104,1590,5086
724771698126512129,603,2249
724983749226668032,1237,3591
725729321944506368,1692,5002
725786712245440512,1311,4012
725842289046749185,2544,6818
726224900189511680,1095,4257
726828223124897792,961,3434
726887082820554753,1447,3691
726935089318363137,2325,6606
727175381690781696,1329,3769
727286334147182592,783,2936
727314416056803329,711,3202
727524757080539137,1158,4291
727644517743104000,1667,5630
727685679342333952,607,2851
728015554473250816,1048,3967
728035342121635841,1597,4377
728046963732717569,1152,4122
728387165835677696,918,3570
728409960103686147,1908,4712
728653952833728512,998,3191
728751179681943552,646,2663
728760639972315136,1627,4486
728986383096946689,780,3025
729113531270991872,304,1807
729463711119904772,2209,5563
729823566028484608,1189,3823
729854734790754305,1073,3875
730196704625098752,1797,4656
730211855403241472,1015,3670
730427201120833536,989,3351
730573383004487680,2035,4695
730924654643314689,1891,5914
731285275100512256,955,3370
732005617171337216,5137,14300
732375214819057664,2396,7780
732585889486888962,747,3519
732726085725589504,853,3426
732732193018155009,513,2340
733109485275860992,16341,51420
733460102733135873,1211,4025
733482008106668032,906,3001
733822306246479872,980,3537
733828123016450049,749,3448
734776360183431168,509,2409
734787690684657664,6025,12068
734912297295085568,509,2645
735137028879360001,932,3012
735256018284875776,841,3207
735274964362878976,4794,12553
735635087207878657,2253,5941
735648611367784448,1055,3890
735991953473572864,1097,3451
736010884653420544,2845,7590
736225175608430592,2667,7804
736365877722001409,1187,3834
736736130620620800,1649,4083
737310737551491075,7098,14103
737322739594330112,776,3470
737445876994609152,4255,9850
737678689543020544,1259,4850
737800304142471168,3317,9648
737826014890496000,1694,5077
738156290900254721,617,2411
738166403467907072,3194,8438
738184450748633089,1164,4173
738402415918125056,789,3145
738537504001953792,1469,4904
738883359779196928,757,3189
738885046782832640,1099,3643
739238157791694849,55537,111611
739485634323156992,2797,6886
739544079319588864,20275,38033
739606147276148736,1588,5207
739844404073074688,822,3669
739932936087216128,1034,3920
739979191639244800,5669,19254
740214038584557568,1879,6459
740359016048689152,824,3174
740365076218183684,412,2371
740676976021798912,6543,17531
740699697422163968,747,2754
740711788199743490,900,3285
740995100998766593,2605,6125
741067306818797568,2957,9210
741303864243200000,3074,8476
741438259667034112,785,3565
741743634094141440,2631,7876
741793263812808706,1442,4395
742150209887731712,1482,4934
742161199639494656,1307,4160
742385895052087300,1878,6570
742423170473463808,3579,9491
742465774154047488,3761,7015
742528092657332225,1879,4268
743210557239623680,1309,3714
743222593470234624,1837,5994
743253157753532416,1176,4102
743510151680958465,3578,7675
743545585370791937,906,3420
743595368194129920,6268,17711
743609206067040256,1335,4327
743895849529389061,929,3539
743980027717509120,1053,4037
744234799360020481,74540,150926
744334592493166593,2018,6551
744709971296780288,1499,5415
744971049620602880,2577,7618
744995568523612160,590,2871
745057283344719872,2155,7005
745314880350101504,2635,6906
745422732645535745,2327,8287
745433870967832576,2450,6849
745712589599014916,2233,6783
745789745784041472,1020,3876
746056683365994496,784,3458
746131877086527488,2106,6672
746369468511756288,1569,5997
746507379341139972,1046,4515
746726898085036033,1729,5862
746790600704425984,1532,4713
746872823977771008,2051,5795
747103485104099331,3808,9249
747204161125646336,873,3254
747219827526344708,1506,5097
747461612269887489,1005,3753
747512671126323200,1551,5350
747594051852075008,1007,3561
747600769478692864,540,2262
747816857231626240,1122,4691
747844099428986880,720,2733
747885874273214464,931,2843
747933425676525569,2455,6413
747963614829678593,2064,5600
748307329658011649,691,3583
748324050481647620,728,3577
748346686624440324,1190,5066
748568946752774144,648,2143
748575535303884801,1916,5881
748692773788876800,1291,4117
748699167502000129,1529,4603
748705597323898880,918,2694
748932637671223296,2169,5625
748977405889503236,3273,10450
749036806121881602,768,3002
749064354620928000,1474,4660
749317047558017024,2158,5324
749395845976588288,3303,8304
749403093750648834,510,2532
749417653287129088,1582,5922
749774190421639168,1275,4534
749981277374128128,2381,4952
749996283729883136,788,2966
750011400160841729,870,3135
750026558547456000,758,2640
750041628174217216,588,3072
750056684286914561,867,3066
750071704093859840,3202,7586
750086836815486976,515,2108
750101899009982464,813,2952
750117059602808832,1266,4210
750132105863102464,1242,3503
750147208377409536,926,3011
750383411068534784,1102,4421
750429297815552001,4120,12797
750506206503038976,1111,4317
750719632563142656,4839,12783
750868782890057730,1315,4640
751132876104687617,1257,4926
751205363882532864,1749,6140
751251247299190784,5668,12142
751456908746354688,971,3119
751538714308972544,1211,4898
751583847268179968,1058,4268
751598357617971201,2942,7716
751830394383790080,1879,5664
751937170840121344,1268,5047
752173152931807232,1767,5793
752334515931054080,1062,3713
752519690950500352,3334,7163
752660715232722944,1504,4254
752682090207055872,1538,5841
752917284578922496,1515,6744
753026973505581056,926,3812
753294487569522689,1006,3267
753375668877008896,2241,7429
753398408988139520,1836,5586
753420520834629632,3429,7661
753655901052166144,2102,5679
754120377874386944,2273,7678
754449512966619136,710,3639
822859134160621569,2211,12989
822872901745569793,42022,129004
822975315408461824,3353,17002
823322678127919110,3900,15439
823581115634085888,2555,12756
823699002998870016,2453,13711
823939628516474880,2643,10431
824297048279236611,3738,14762
824325613288833024,10305,11590
824663926340194305,1720,10322
824775126675836928,3405,14628
825026590719483904,1211,6149
825147591692263424,4408,17918
825535076884762624,17116,55876
825829644528148480,2427,12502
825876512159186944,1807,10273
826115272272650244,3015,15316
826204788643753985,892,4776
826240494070030336,2534,12996
826476773533745153,4065,18028
826598365270007810,2280,9802
826848821049180160,9850,35437
826958653328592898,4838,21101
827199976799354881,2157,10348
827324948884643840,2940,15506
827600520311402496,911,7316
827653905312006145,2927,15165
827933404142436356,5087,19620
828011680017821696,2092,10131
828046555563323392,2772,11481
828372645993398273,2838,12315
828376505180889089,1038,7234
828381636999917570,2160,12322
828408677031882754,1242,7517
828409743546925057,1122,6216
828650029636317184,1294,9298
828708714936930305,10842,35691
828770345708580865,5675,25008
829011960981237760,15863,52151
829141528400556032,7099,23819
829449946868879360,1945,10233
829501995190984704,10259,31022
829861396166877184,1874,11983
830097400375152640,2839,9547
830583320585068544,16192,65153
830956169170665475,1444,7807
831262627380748289,1977,11626
831309418084069378,2391,11501
831315979191906304,1080,6380
831322785565769729,1498,9075
831552930092285952,2252,8769
831650051525054464,1858,6958
831670449226514432,1755,10186
831911600680497154,6288,26909
831939777352105988,5941,23395
832032802820481025,4512,17428
832273440279240704,2257,11068
832369877331693569,3080,16755
832397543355072512,2133,11688
832636094638288896,2687,15489
832757312314028032,3491,16457
832998151111966721,2121,12928
833124694597443584,4675,19728
833479644947025920,1968,14507
833722901757046785,3124,20366
833826103416520705,3625,17674
833863086058651648,2319,13106
834086379323871233,2128,12728
834167344700198914,3538,15426
834209720923721728,4570,20019
834458053273591808,1613,9372
834574053763584002,2424,13298
834786237630337024,5332,20905
834931633769889797,1562,10508
835152434251116546,2889,21784
835172783151792128,5549,25484
835264098648616962,1622,7513
835297930240217089,2885,16048
835574547218894849,3468,17330
836001077879255040,4105,18549
836260088725786625,4151,20744
836380477523124226,2879,14383
836677758902222849,2139,12295
836753516572119041,4463,18833
836989968035819520,2212,12408
837110210464448512,2271,15598
837471256429613056,2167,12437
837482249356513284,425,3747
837820167694528512,7538,33094
838083903487373313,2993,17135
838476387338051585,4553,21813
838561493054533637,1274,10641
838921590096166913,1955,10805
839239871831150596,6239,26282
839549326359670784,7435,26586
839990271299457024,2174,13010
840268004936019968,5487,18647
840370681858686976,4354,15920
840632337062862849,1677,8705
840696689258311684,927,11903
841077006473256960,5089,22131
841314665196081154,4432,15312
841439858740625411,3494,12196
841680585030541313,7490,24955
842115215311396866,2885,13524
842163532590374912,5522,23616
842535590457499648,3351,17525
842765311967449089,1205,6500
842846295480000512,3466,14788
843235543001513987,5711,20764
843604394117681152,2602,16309
843856843873095681,4388,20730
844223788422217728,2076,13191
844580511645339650,2960,15872
844973813909606400,3011,14477
845306882940190720,5104,22478
845397057150107648,1695,7338
845677943972139009,4579,24285
845812042753855489,8255,28129
846042936437604353,2712,15384
846153765933735936,8573,30343
846514051647705089,10941,42844
846874817362120707,3729,19320
847116187444137987,3020,20643
847157206088847362,5530,19064
847251039262605312,4105,19705
847606175596138505,3246,18036
847842811428974592,1248,5205
847962785489326080,4808,22581
848212111729840128,2852,15647
848324959059550208,4374,23707
848690551926992896,4094,24166
849051919805034497,7992,40567
849336543269576704,1782,10935
849412302885593088,2966,15207
849776966551130114,7159,29066
850019790995546112,4589,19524
850145622816686080,3566,15609
850380195714523136,2448,12527
850753642995093505,8525,29340
851224888060895234,5410,19755
851464819735769094,6640,23133
851591660324737024,3265,15521
852189679701164033,1490,10940
852226086759018497,6404,19008
852311364735569921,9316,31533
852553447878664193,3258,15469
852672615818899456,2025,14194
852912242202992640,1690,8558
853299958564483072,3321,14716
853639147608842240,9343,32859
853760880890318849,5378,27116
854010172552949760,2937,15414
854120357044912130,6951,30302
854365224396361728,4367,17889
854482394044301312,6346,27625
854732716440526848,5644,21500
855459453768019968,7640,28126
855851453814013952,16798,43342
856282028240666624,5820,26146
856543823941562368,2667,15411
857029823797047296,3668,17710
857263160327368704,4161,18881
857393404942143489,1511,5526
857746408056729600,9782,32067
857989990357356544,2372,15068
858107933456039936,2652,14770
858471635011153920,4477,20214
858843525470990336,3182,14633
859074603037188101,12507,31602
859196978902773760,27561,83847
859607811541651456,1416,17441
859851578198683649,3224,14447
859924526012018688,3751,18323
860184849394610176,5354,15542
860276583193509888,3213,17180
860524505164394496,4819,22064
860563773140209665,1944,6978
861005113778896900,3481,15565
861288531465048066,3765,15967
861383897657036800,9739,33596
862096992088072192,20980,68907
862457590147678208,4463,18978
862722525377298433,3222,15914
862831371563274240,4658,17830
863062471531167744,2185,7824
863432100342583297,4747,22080
863553081350529029,3794,14154
863907417377173506,3752,19150
864197398364647424,7964,27762
864279568663928832,2713,13546
864873206498414592,7841,29882
865006731092295680,6985,25972
865359393868664832,4511,24507
865718153858494464,5070,23818
866334964761202691,12821,48399
866450705531457537,31725,112973
866686824827068416,3108,17809
867051520902168576,7084,29773
867421006826221569,2233,14841
867774946302451713,6572,31397
867900495410671616,3754,22368
868552278524837888,1839,9293
868622495443632128,4724,24520
868880397819494401,12865,60201
869227993411051520,3360,18833
869596645499047938,2776,14711
869702957897576449,5616,25964
869772420881756160,9072,39283
870063196459192321,7411,33612
870308999962521604,3694,20179
870374049280663552,23756,76621
870656317836468226,2318,11310
870804317367881728,5500,30933
871032628920680449,3386,20922
871515927908634625,3083,18541
871762521631449091,3089,18564
871879754684805121,9698,34434
872122724285648897,7189,31432
872486979161796608,8067,37383
872620804844003328,3223,19042
872820683541237760,3300,13536
872967104147763200,4783,24977
873213775632977920,1401,6565
873580283840344065,3485,22204
874012996292530176,9024,31282
874057562936811520,3517,20839
874296783580663808,3649,23868
874680097055178752,4096,25484
875021211251597312,4164,23368
875144289856114688,4323,20059
875747767867523072,3758,22973
876120275196170240,4097,25614
876484053909872640,2087,17186
876838120628539392,2934,18919
877201837425926144,4892,24754
877316821321428993,4584,25070
877556246731214848,3339,20721
877736472329191424,16647,72184
878057613040115712,5994,38450
878281511006478336,1122,7042
878776093423087618,3611,17709
879008229531029506,2353,17361
879050749262655488,4135,20579
879376492567855104,2745,15395
879415818425184262,39192,96338
879492040517615616,2780,21431
879862464715927552,3052,20400
880095782870896641,3815,25180
880221127280381952,3643,24553
880465832366813184,5456,25929
880872448815771648,3354,19420
880935762899988482,2448,15597
881268444196462592,4659,21238
881536004380872706,14046,45083
881666595344535552,9358,46182
881906580714921986,2983,22199
882045870035918850,4261,26698
882268110199369728,10151,40790
882627270321602560,5310,25552
882762694511734784,4283,25727
882992080364220416,3396,21763
883117836046086144,5815,33774
883360690899218434,3224,20665
883482846933004288,8658,41732
883838122936631299,2993,19912
884162670584377345,2623,18595
884441805382717440,4993,24725
884562892145688576,4118,22139
884876753390489601,4900,25344
884925521741709313,15826,70041
885167619883638784,3837,19944
885528943205470208,5597,32755
885984800019947520,5884,29680
886258384151887873,5539,25497
886366144734445568,2774,19238
886680336477933568,3925,20493
886736880519319552,2783,10885
886983233522544640,6690,31667
887101392804085760,5227,27954
887343217045368832,9238,30661
887473957103951883,15748,62510
887517139158093824,10306,42238
887705289381826560,4728,27597
888078434458587136,3042,19866
888554962724278272,3025,17962
888804989199671297,3713,23293
888917238123831296,3929,26544
889278841981685760,4658,22923
889531135344209921,1977,13841
889638837579907072,3918,24562
889665388333682689,8769,43703
889880896479866881,4365,25446
890006608113172480,6432,28003
890240255349198849,6410,28995
890609185150312448,3784,25427
890729181411237888,16536,59097
890971913173991426,1766,10745
891087950875897856,2731,18482
891327558926688256,8147,36643
891689557279858688,7563,38371
891815181378084864,3635,22847
892177421306343426,5501,30384
892420643555336193,7386,35096
